93925;53;206;0;0
93925;53;97;32;0
93925;53;96;32;0
93925;53;95;32;0
93925;53;94;32;0
93925;53;93;32;0
93925;53;92;32;0
93925;53;91;32;0
93925;53;90;32;0
93925;53;234;2;0
93925;53;233;2;0
93925;53;232;2;0
93925;53;231;2;0
93925;53;230;2;0
93925;53;229;2;0
93925;53;228;2;0
93925;53;227;2;0
93925;53;226;2;0
93926;190;10172;1112097603;215577
93926;53;216;0;0
93926;53;208;0;0
93926;53;207;0;0
93926;53;205;0;0
93926;53;217;0;0
93926;53;218;0;0
93926;53;219;0;0
93926;53;225;0;0
93926;53;206;0;0
93926;53;97;68;0
93926;53;96;68;0
93926;53;95;68;0
93926;53;94;68;0
93926;53;93;68;0
93926;53;92;68;0
93926;53;91;68;0
93926;53;90;68;0
93926;53;234;5;0
93926;53;233;5;0
93926;53;232;5;0
93926;53;231;5;0
93926;53;230;5;0
93926;53;229;5;0
93926;53;228;5;0
93926;53;227;5;0
93926;53;226;5;0
93927;53;216;0;0
93927;53;208;0;0
93927;53;207;0;0
93927;53;205;0;0
93927;53;217;0;0
93927;53;218;0;0
93927;53;219;0;0
93927;53;225;0;0
93927;53;206;0;0
93927;53;97;70;0
93927;53;96;70;0
93927;53;95;70;0
93927;53;94;70;0
93927;53;93;70;0
93927;53;92;70;0
93927;53;91;70;0
93927;53;90;70;0
93927;53;234;6;0
93927;53;233;6;0
93927;53;232;6;0
93927;53;231;6;0
93927;53;230;6;0
93927;53;229;6;0
93927;53;228;6;0
93927;53;227;6;0
93927;53;226;6;0
93928;53;216;0;0
93928;53;208;0;0
93928;53;207;0;0
93928;53;205;0;0
93928;53;217;0;0
93928;53;218;0;0
93928;53;219;0;0
93928;53;225;0;0
93928;53;206;0;0
93928;53;97;70;0
93928;53;96;70;0
93928;53;95;70;0
93928;53;94;70;0
93928;53;93;70;0
93928;53;92;70;0
93928;53;91;70;0
93928;53;90;70;0
93928;53;234;6;0
93928;53;233;6;0
93928;53;232;6;0
93928;53;231;6;0
93928;53;230;6;0
93928;53;229;6;0
93928;53;228;6;0
93928;53;227;6;0
93928;53;226;6;0
93929;53;216;0;0
93929;53;208;0;0
93929;53;207;0;0
93929;53;205;0;0
93929;53;217;0;0
93929;53;218;0;0
93929;53;219;0;0
93929;53;225;0;0
93929;53;206;0;0
93929;53;97;70;0
93929;53;96;70;0
93929;53;95;70;0
93929;53;94;70;0
93929;53;93;70;0
93929;53;92;70;0
93929;53;91;70;0
93929;53;90;70;0
93929;53;234;6;0
93929;53;233;6;0
93929;53;232;6;0
93929;53;231;6;0
93929;53;230;6;0
93929;53;229;6;0
93929;53;228;6;0
93929;53;227;6;0
93929;53;226;6;0
93930;190;10176;1112101450;215578
93930;53;216;0;0
93930;53;208;0;0
93930;53;207;0;0
93930;53;205;0;0
93930;53;217;0;0
93930;53;218;0;0
93930;53;219;0;0
93930;53;225;0;0
93930;53;206;0;0
93930;53;97;108;0
93930;53;96;108;0
93930;53;95;108;0
93930;53;94;108;0
93930;53;93;108;0
93930;53;92;108;0
93930;53;91;108;0
93930;53;90;108;0
93930;53;234;11;0
93930;53;233;11;0
93930;53;232;11;0
93930;53;231;11;0
93930;53;230;11;0
93930;53;229;11;0
93930;53;228;11;0
93930;53;227;11;0
93930;53;226;11;0
93931;53;216;0;0
93931;53;208;0;0
93931;53;207;0;0
93931;53;205;0;0
93931;53;217;0;0
93931;53;218;0;0
93931;53;219;0;0
93931;53;225;0;0
93931;53;206;0;0
93931;53;97;109;0
93931;53;96;109;0
93931;53;95;109;0
93931;53;94;109;0
93931;53;93;109;0
93931;53;92;109;0
93931;53;91;109;0
93931;53;90;109;0
93931;53;234;11;0
93931;53;233;11;0
93931;53;232;11;0
93931;53;231;11;0
93931;53;230;11;0
93931;53;229;11;0
93931;53;228;11;0
93931;53;227;11;0
93931;53;226;11;0
93932;53;216;1;0
93932;53;208;1;0
93932;53;207;1;0
93932;53;205;1;0
93932;53;217;1;0
93932;53;218;1;0
93932;53;219;1;0
93932;53;225;1;0
93932;53;206;1;0
93932;53;97;110;0
93932;53;96;110;0
93932;53;95;110;0
93932;53;94;110;0
93932;53;93;110;0
93932;53;92;110;0
93932;53;91;110;0
93932;53;90;110;0
93932;53;234;11;0
93932;53;233;11;0
93932;53;232;11;0
93932;53;231;11;0
93932;53;230;11;0
93932;53;229;11;0
93932;53;228;11;0
93932;53;227;11;0
93932;53;226;11;0
93933;190;10179;1112101447;215599
93933;53;216;2;0
93933;53;208;2;0
93933;53;207;2;0
93933;53;205;2;0
93933;53;217;2;0
93933;53;218;2;0
93933;53;219;2;0
93933;53;225;2;0
93933;53;206;2;0
93933;53;97;213;0
93933;53;96;213;0
93933;53;95;213;0
93933;53;94;213;0
93933;53;93;213;0
93933;53;92;213;0
93933;53;91;213;0
93933;53;90;213;0
93933;53;234;20;0
93933;53;233;20;0
93933;53;232;20;0
93933;53;231;20;0
93933;53;230;20;0
93933;53;229;20;0
93933;53;228;20;0
93933;53;227;20;0
93933;53;226;20;0
93934;190;10120;1413568335;214366
93934;53;159;15;0
93934;53;163;15;0
93935;190;10121;1128809033;214368
93935;53;159;20;0
93935;53;163;20;0
93936;53;159;25;0
93936;53;163;25;0
93937;190;10123;1347638089;214367
93937;53;159;30;0
93937;53;163;30;0
93938;53;159;40;0
93938;53;163;40;0
93939;190;10125;1397512021;214369
93939;53;159;70;0
93939;53;163;70;0
93940;190;10150;1112819777;215456
93940;53;123;1;0
93940;53;124;2;0
93940;53;127;1;0
93940;53;128;1;0
93940;53;1;5;0
93941;53;123;1;0
93941;53;124;2;0
93941;53;127;1;0
93941;53;128;1;0
93941;53;1;12;0
93942;53;123;1;0
93942;53;124;3;0
93942;53;127;2;0
93942;53;128;2;0
93942;53;1;20;0
93943;53;123;2;0
93943;53;124;3;0
93943;53;127;2;0
93943;53;128;2;0
93943;53;1;24;0
93944;190;10154;1111574604;215457
93944;53;123;2;0
93944;53;124;4;0
93944;53;127;3;0
93944;53;128;3;0
93944;53;1;30;0
93945;190;10155;1447641935;215724
93945;53;123;2;0
93945;53;124;4;0
93945;53;127;4;0
93945;53;128;4;0
93945;53;1;32;0
93946;53;123;3;0
93946;53;124;5;0
93946;53;127;5;0
93946;53;128;5;0
93946;53;1;38;0
93947;190;10157;1112819781;215458
93947;53;123;3;0
93947;53;124;5;0
93947;53;127;6;0
93947;53;128;6;0
93947;53;1;45;0
93948;53;123;4;0
93948;53;124;6;0
93948;53;127;7;0
93948;53;128;7;0
93948;53;1;50;0
93949;190;10159;1112819764;215459
93949;53;123;6;0
93949;53;124;6;0
93949;53;127;12;0
93949;53;128;12;0
93949;53;1;84;0
93950;190;10180;1128811844;227700
93950;53;379;0;0
93950;53;282;4;0
93950;53;281;4;0
93950;53;280;4;0
93950;53;278;4;0
93950;53;311;4;0
93950;53;315;4;0
93950;53;316;4;0
93950;53;317;4;0
93950;53;279;4;0
93950;53;150;5;0
93950;53;164;2;0
93950;53;151;2;0
93950;53;113;2;0
93951;53;379;0;0
93951;53;282;5;0
93951;53;281;5;0
93951;53;280;5;0
93951;53;278;5;0
93951;53;311;5;0
93951;53;315;5;0
93951;53;316;5;0
93951;53;317;5;0
93951;53;279;5;0
93951;53;150;6;0
93951;53;164;3;0
93951;53;151;3;0
93951;53;113;3;0
93952;190;10182;1397708112;226679
93952;53;379;0;0
93952;53;282;6;0
93952;53;281;6;0
93952;53;280;6;0
93952;53;278;6;0
93952;53;311;6;0
93952;53;315;6;0
93952;53;316;6;0
93952;53;317;6;0
93952;53;279;6;0
93952;53;150;7;0
93952;53;164;3;0
93952;53;151;4;0
93952;53;113;3;0
93953;53;379;0;0
93953;53;282;7;0
93953;53;281;7;0
93953;53;280;7;0
93953;53;278;7;0
93953;53;311;7;0
93953;53;315;7;0
93953;53;316;7;0
93953;53;317;7;0
93953;53;279;7;0
93953;53;150;8;0
93953;53;164;4;0
93953;53;151;5;0
93953;53;113;4;0
93954;53;379;0;0
93954;53;282;8;0
93954;53;281;8;0
93954;53;280;8;0
93954;53;278;8;0
93954;53;311;8;0
93954;53;315;8;0
93954;53;316;8;0
93954;53;317;8;0
93954;53;279;8;0
93954;53;150;9;0
93954;53;164;5;0
93954;53;151;5;0
93954;53;113;4;0
93955;190;10185;1347310409;225834
93955;53;379;0;0
93955;53;282;9;0
93955;53;281;9;0
93955;53;280;9;0
93955;53;278;9;0
93955;53;311;9;0
93955;53;315;9;0
93955;53;316;9;0
93955;53;317;9;0
93955;53;279;9;0
93955;53;150;10;0
93955;53;164;6;0
93955;53;151;6;0
93955;53;113;5;0
93956;53;379;0;0
93956;53;282;10;0
93956;53;281;10;0
93956;53;280;10;0
93956;53;278;10;0
93956;53;311;10;0
93956;53;315;10;0
93956;53;316;10;0
93956;53;317;10;0
93956;53;279;10;0
93956;53;150;11;0
93956;53;164;7;0
93956;53;151;7;0
93956;53;113;5;0
93957;53;379;0;0
93957;53;282;11;0
93957;53;281;11;0
93957;53;280;11;0
93957;53;278;11;0
93957;53;311;11;0
93957;53;315;11;0
93957;53;316;11;0
93957;53;317;11;0
93957;53;279;11;0
93957;53;150;12;0
93957;53;164;8;0
93957;53;151;8;0
93957;53;113;7;0
93958;190;10188;1146377033;225840
93958;53;379;0;0
93958;53;282;13;0
93958;53;281;13;0
93958;53;280;13;0
93958;53;278;13;0
93958;53;311;13;0
93958;53;315;13;0
93958;53;316;13;0
93958;53;317;13;0
93958;53;279;13;0
93958;53;150;14;0
93958;53;164;9;0
93958;53;151;10;0
93958;53;113;9;0
93959;53;379;1;0
93959;53;282;17;0
93959;53;281;17;0
93959;53;280;17;0
93959;53;278;17;0
93959;53;311;17;0
93959;53;315;17;0
93959;53;316;17;0
93959;53;317;17;0
93959;53;279;17;0
93959;53;150;18;0
93959;53;164;13;0
93959;53;151;15;0
93959;53;113;13;0
93960;190;10190;1279348558;215791
93960;53;1;40;0
93961;53;1;65;0
93962;53;1;105;0
93963;190;10193;1145389389;215856
93963;53;1;155;0
93964;53;1;200;0
93965;190;10195;1129665615;215864
93965;53;1;260;0
93966;53;1;325;0
93967;53;1;400;0
93968;53;1;500;0
93969;53;1;720;0
93970;53;102;10;0
93971;190;10320;1364542035;226519
93971;53;102;10;0
93972;53;102;12;0
93973;53;102;13;0
93974;53;282;5;0
93974;53;281;5;0
93974;53;280;5;0
93974;53;278;5;0
93974;53;311;5;0
93974;53;316;5;0
93974;53;317;5;0
93974;53;279;5;0
93974;53;142;15;0
93975;190;10211;1112101709;225847
93975;53;282;5;0
93975;53;281;5;0
93975;53;280;5;0
93975;53;278;5;0
93975;53;311;5;0
93975;53;316;5;0
93975;53;317;5;0
93975;53;279;5;0
93975;53;142;20;0
93976;53;282;6;0
93976;53;281;6;0
93976;53;280;6;0
93976;53;278;6;0
93976;53;311;6;0
93976;53;316;6;0
93976;53;317;6;0
93976;53;279;6;0
93976;53;142;25;0
93977;190;10213;1179407187;225855
93977;53;282;8;0
93977;53;281;8;0
93977;53;280;8;0
93977;53;278;8;0
93977;53;311;8;0
93977;53;316;8;0
93977;53;317;8;0
93977;53;279;8;0
93977;53;142;30;0
93978;53;282;10;0
93978;53;281;10;0
93978;53;280;10;0
93978;53;278;10;0
93978;53;311;10;0
93978;53;316;10;0
93978;53;317;10;0
93978;53;279;10;0
93978;53;142;45;0
93979;190;10215;1112097367;225862
93979;53;282;16;0
93979;53;281;16;0
93979;53;280;16;0
93979;53;278;16;0
93979;53;311;16;0
93979;53;316;16;0
93979;53;317;16;0
93979;53;279;16;0
93979;53;142;65;0
93980;190;10220;1146049605;227062
93980;53;1;10;0
93980;53;155;1;0
93980;53;154;1;0
93980;53;153;1;0
93981;53;1;11;0
93981;53;155;1;0
93981;53;154;1;0
93981;53;153;1;0
93982;53;1;12;0
93982;53;155;1;0
93982;53;154;1;0
93982;53;153;1;0
93983;190;10223;1430471509;227065
93983;53;1;13;0
93983;53;155;2;0
93983;53;154;2;0
93983;53;153;2;0
93984;53;1;14;0
93984;53;155;2;0
93984;53;154;2;0
93984;53;153;2;0
93985;53;1;15;0
93985;53;155;3;0
93985;53;154;3;0
93985;53;153;3;0
93986;190;10226;1129207625;227066
93986;53;1;16;0
93986;53;155;4;0
93986;53;154;4;0
93986;53;153;4;0
93987;53;1;19;0
93987;53;155;6;0
93987;53;154;6;0
93987;53;153;6;0
93988;53;1;30;0
93988;53;155;8;0
93988;53;154;8;0
93988;53;153;8;0
93989;53;1;60;0
93989;53;155;12;0
93989;53;154;12;0
93989;53;153;12;0
93990;190;10230;1161909076;214181
93990;53;277;20;0
93990;53;391;2;0
93991;53;277;20;0
93991;53;391;2;0
93992;53;277;22;0
93992;53;391;3;0
93993;53;277;23;0
93993;53;391;3;0
93994;53;277;24;0
93994;53;391;4;0
93995;53;277;26;0
93995;53;391;7;0
93996;53;277;28;0
93996;53;391;9;0
93997;53;277;32;0
93997;53;391;12;0
93998;53;277;40;0
93998;53;391;15;0
93999;53;277;65;0
93999;53;391;23;0
94000;190;10240;1162630213;227421
94005;190;10250;1129206341;227693
94005;53;277;5;0
94005;53;168;10;0
94005;53;1;5;0
94005;53;131;3;0
94005;53;130;3;0
94006;53;277;5;0
94006;53;168;10;0
94006;53;1;9;0
94006;53;131;4;0
94006;53;130;4;0
94007;53;277;6;0
94007;53;168;12;0
94007;53;1;10;0
94007;53;131;5;0
94007;53;130;5;0
94008;53;277;7;0
94008;53;168;13;0
94008;53;1;10;0
94008;53;131;6;0
94008;53;130;6;0
94009;53;277;7;0
94009;53;168;14;0
94009;53;1;14;0
94009;53;131;7;0
94009;53;130;7;0
94010;53;277;8;0
94010;53;168;16;0
94010;53;1;18;0
94010;53;131;8;0
94010;53;130;8;0
94011;53;277;9;0
94011;53;168;18;0
94011;53;1;22;0
94011;53;131;9;0
94011;53;130;9;0
94012;53;277;11;0
94012;53;168;22;0
94012;53;1;37;0
94012;53;131;10;0
94012;53;130;10;0
94013;53;277;15;0
94013;53;168;30;0
94013;53;1;37;0
94013;53;131;13;0
94013;53;130;13;0
94014;53;277;27;0
94014;53;168;50;0
94014;53;1;48;0
94014;53;131;20;0
94014;53;130;20;0
94015;53;1;50;0
94016;53;1;85;0
94017;190;10272;1112428361;216602
94017;53;1;115;0
94018;53;1;150;0
94019;190;10274;1279870533;216612
94019;53;1;210;0
94020;53;1;290;0
94021;53;1;370;0
94022;53;1;480;0
94023;190;10278;1146241615;216613
94023;53;1;590;0
94024;53;1;840;0
94025;190;10310;1380011081;227641
94025;53;1;6;0
94025;53;343;1;0
94026;53;1;8;0
94026;53;343;2;0
94027;53;1;10;0
94027;53;343;2;0
94028;53;1;13;0
94028;53;343;2;0
94029;53;1;15;0
94029;53;343;3;0
94030;190;10315;1280266052;226685
94030;53;1;18;0
94030;53;343;3;0
94031;53;1;24;0
94031;53;343;3;0
94032;53;1;32;0
94032;53;343;4;0
94033;190;10318;1447121739;226687
94033;53;1;38;0
94033;53;343;4;0
94034;53;1;56;0
94034;53;343;6;0
94035;53;282;7;0
94035;53;281;7;0
94035;53;280;7;0
94035;53;278;7;0
94035;53;311;7;0
94035;53;316;7;0
94035;53;317;7;0
94035;53;279;7;0
94036;53;282;9;0
94036;53;281;9;0
94036;53;280;9;0
94036;53;278;9;0
94036;53;311;9;0
94036;53;316;9;0
94036;53;317;9;0
94036;53;279;9;0
94037;53;282;11;0
94037;53;281;11;0
94037;53;280;11;0
94037;53;278;11;0
94037;53;311;11;0
94037;53;316;11;0
94037;53;317;11;0
94037;53;279;11;0
94038;53;282;13;0
94038;53;281;13;0
94038;53;280;13;0
94038;53;278;13;0
94038;53;311;13;0
94038;53;316;13;0
94038;53;317;13;0
94038;53;279;13;0
94039;53;282;17;0
94039;53;281;17;0
94039;53;280;17;0
94039;53;278;17;0
94039;53;311;17;0
94039;53;316;17;0
94039;53;317;17;0
94039;53;279;17;0
94040;53;282;19;0
94040;53;281;19;0
94040;53;280;19;0
94040;53;278;19;0
94040;53;311;19;0
94040;53;316;19;0
94040;53;317;19;0
94040;53;279;19;0
94041;190;10306;1111576409;227044
94041;53;282;24;0
94041;53;281;24;0
94041;53;280;24;0
94041;53;278;24;0
94041;53;311;24;0
94041;53;316;24;0
94041;53;317;24;0
94041;53;279;24;0
94042;53;282;27;0
94042;53;281;27;0
94042;53;280;27;0
94042;53;278;27;0
94042;53;311;27;0
94042;53;316;27;0
94042;53;317;27;0
94042;53;279;27;0
94043;53;282;35;0
94043;53;281;35;0
94043;53;280;35;0
94043;53;278;35;0
94043;53;311;35;0
94043;53;316;35;0
94043;53;317;35;0
94043;53;279;35;0
94044;53;282;58;0
94044;53;281;58;0
94044;53;280;58;0
94044;53;278;58;0
94044;53;311;58;0
94044;53;316;58;0
94044;53;317;58;0
94044;53;279;58;0
94045;53;152;3;0
94045;53;17;4;0
94045;53;20;4;0
94045;53;21;4;0
94045;53;19;4;0
94045;53;18;4;0
94045;53;16;4;0
94046;53;152;3;0
94046;53;17;4;0
94046;53;20;4;0
94046;53;21;4;0
94046;53;19;4;0
94046;53;18;4;0
94046;53;16;4;0
94047;53;152;3;0
94047;53;17;4;0
94047;53;20;4;0
94047;53;21;4;0
94047;53;19;4;0
94047;53;18;4;0
94047;53;16;4;0
94048;53;152;3;0
94048;53;17;4;0
94048;53;20;4;0
94048;53;21;4;0
94048;53;19;4;0
94048;53;18;4;0
94048;53;16;4;0
94049;190;10334;1380271182;227236
94049;53;152;3;0
94049;53;17;4;0
94049;53;20;4;0
94049;53;21;4;0
94049;53;19;4;0
94049;53;18;4;0
94049;53;16;4;0
94050;53;152;4;0
94050;53;17;4;0
94050;53;20;4;0
94050;53;21;4;0
94050;53;19;4;0
94050;53;18;4;0
94050;53;16;4;0
94051;53;152;4;0
94051;53;17;5;0
94051;53;20;5;0
94051;53;21;5;0
94051;53;19;5;0
94051;53;18;5;0
94051;53;16;5;0
94052;53;152;5;0
94052;53;17;5;0
94052;53;20;5;0
94052;53;21;5;0
94052;53;19;5;0
94052;53;18;5;0
94052;53;16;5;0
94053;53;152;5;0
94053;53;17;5;0
94053;53;20;5;0
94053;53;21;5;0
94053;53;19;5;0
94053;53;18;5;0
94053;53;16;5;0
94054;190;10339;1447647056;227237
94054;53;152;7;0
94054;53;17;6;0
94054;53;20;6;0
94054;53;21;6;0
94054;53;19;6;0
94054;53;18;6;0
94054;53;16;6;0
94055;53;536;2;0
94055;53;221;150;0
94056;53;536;2;0
94056;53;221;225;0
94057;53;536;3;0
94057;53;221;270;0
94058;190;10363;1112687685;213413
94058;53;536;3;0
94058;53;221;335;0
94059;53;536;3;0
94059;53;221;420;0
94060;53;536;5;0
94060;53;221;600;0
94061;190;10370;1413564492;233837
94061;53;221;600;0
94062;53;221;1600;0
94063;53;221;3800;0
94064;53;593;10;0
94064;53;137;5;0
94065;53;593;20;0
94065;53;137;10;0
94065;190;10381;1163416645;227476
94066;53;593;30;0
94066;53;137;15;0
94067;53;593;40;0
94067;53;137;30;0
94068;190;10390;1347374423;227365
94068;53;134;5;0
94068;53;101;5;0
94068;53;282;10;0
94068;53;281;10;0
94068;53;280;10;0
94068;53;278;10;0
94068;53;311;10;0
94068;53;315;10;0
94068;53;316;10;0
94068;53;317;10;0
94068;53;279;10;0
94069;190;10391;1112299343;227363
94069;53;134;5;0
94069;53;101;5;0
94069;53;282;15;0
94069;53;281;15;0
94069;53;280;15;0
94069;53;278;15;0
94069;53;311;15;0
94069;53;315;15;0
94069;53;316;15;0
94069;53;317;15;0
94069;53;279;15;0
94070;190;10392;1196769868;227364
94070;53;134;10;0
94070;53;101;10;0
94070;53;282;30;0
94070;53;281;30;0
94070;53;280;30;0
94070;53;278;30;0
94070;53;311;30;0
94070;53;315;30;0
94070;53;316;30;0
94070;53;317;30;0
94070;53;279;30;0
94071;53;123;10;0
94071;53;124;10;0
94072;190;10401;1111772738;227223
94072;53;123;20;0
94072;53;124;20;0
94073;53;123;30;0
94073;53;124;30;0
94074;53;123;40;0
94074;53;124;40;0
94075;53;109;10;0
94076;190;10861;1230194008;229898
94076;53;109;10;0
94077;53;109;12;0
94078;190;10863;1229868623;229920
94078;53;109;13;0
94079;53;109;14;0
94080;53;109;16;0
94081;190;10866;1397903433;227360
94081;53;109;18;0
94082;53;109;22;0
94083;53;109;30;0
94084;190;10869;1414680658;227361
94084;53;109;55;0
94095;53;343;3;0
94095;53;1;80;0
94096;53;343;3;0
94096;53;1;150;0
94097;190;10422;1414678095;227068
94097;53;343;3;0
94097;53;1;220;0
94098;53;343;4;0
94098;53;1;280;0
94099;190;10424;1145654868;227070
94099;53;343;4;0
94099;53;1;350;0
94100;53;343;5;0
94100;53;1;410;0
94101;190;10426;1397638729;227072
94101;53;343;5;0
94101;53;1;480;0
